App,Category,Genre,Rating,Reviews,Installs,Size_KB,Type,Price,Content Rating,Last Updated,Current Ver,Android_Min_Version,App_apple,Rating_apple,Reviews_apple,Price_apple,Developer_apple,Match_Score,Source
"iPair-Meet, Chat, Dating",DATING,Dating,4.5,182986,5000000.0,78848.0,Free,0.0,Mature 17+,2018-08-02,5.0.8,4.1,Hily Dating App: Meet. Date.,4.27071,272327.0,0.0,Hily Corp.,68.08510638297872,both
"Meet, chat & date. Free dating app - Chocolate app",DATING,Dating,3.9,8661,1000000.0,9728.0,Free,0.0,Mature 17+,2018-04-03,0.1.11,4.0,"Wink Dating: Meet, Chat & Date",4.46598,308027.0,0.0,"9 Count, Inc.",89.36170212765957,both
Transenger – Ts Dating and Chat for Free,DATING,Dating,3.6,8,1000.0,14336.0,Free,0.0,Mature 17+,2018-07-29,1.4.0,4.4,ROMEO - Gay Dating & Chat,4.36536,9139.0,0.0,PlanetRomeo BV,68.75,both
O-Star,DATING,Dating,4.4,59,5000.0,38912.0,Free,0.0,Everyone,2018-07-19,1.0.1,4.3,Co–Star Personalized Astrology,4.79684,203606.0,0.0,Co-Star Astrology Society,80.0,both
Free Cam Girls - Live Webcam,DATING,Dating,3.5,35,1000.0,16384.0,Free,0.0,Mature 17+,2018-07-16,2.4,4.0,iVCam Webcam,4.25769,14374.0,0.0,俊红 柴,66.66666666666666,both
Cardi B Live Stream Video Chat - Prank,DATING,Dating,4.4,28,500.0,3481.6,Free,0.0,Everyone,2018-07-16,2.5,4.0,"BIGO LIVE-Live Stream, Go Live",4.46323,202174.0,0.0,BIGO TECHNOLOGY PTE. LTD.,73.33333333333333,both
Live Girls Talk - Free Video Chat,DATING,Dating,4.8,125,5000.0,4812.8,Free,0.0,Mature 17+,2018-07-08,8.2,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Live Talk - Free Text and Video Chat,DATING,Dating,4.6,185,10000.0,5120.0,Free,0.0,Mature 17+,2018-07-16,8.2,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Chat Kids - Chat Room For Kids,DATING,Dating,4.7,6,100.0,5017.6,Free,0.0,Mature 17+,2018-07-24,1.0,4.0,,,,,,52.17391304347826,google-only
Girls Live Chat - Free Text & Video Chat,DATING,Dating,4.8,110,10000.0,5017.6,Free,0.0,Mature 17+,2018-07-09,8.2,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Random Video Chat,DATING,Dating,,3,1000.0,16384.0,Free,0.0,Mature 17+,2018-07-15,4.20,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,74.07407407407408,both
MouseMingle,DATING,Dating,2.7,3,100.0,3993.6,Free,0.0,Mature 17+,2018-07-17,1.0.0,4.4,,,,,,30.434782608695652,google-only
American Girls Mobile Numbers,DATING,Dating,5.0,5,1000.0,4505.6,Free,0.0,Mature 17+,2018-07-17,3.0,4.0,,,,,,21.428571428571427,google-only
Random Video Chat App With Strangers,DATING,Dating,,3,1000.0,4915.2,Free,0.0,Mature 17+,2018-07-17,1.,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,73.6842105263158,both
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,Dating,4.8,84,1000.0,4608.0,Free,0.0,Mature 17+,2018-07-06,8.2,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Awake Dating,DATING,Dating,5.0,2,100.0,71680.0,Free,0.0,Mature 17+,2018-07-24,2.2.9,4.4,OkCupid Dating: Date Singles,4.31851,280133.0,0.0,OkCupid,66.66666666666666,both
Live Chat - Free Video Chat Rooms,DATING,Dating,4.8,20,500.0,5017.6,Free,0.0,Mature 17+,2018-07-15,8.2,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Meet With Strangers: Video Chat & Dating,DATING,Dating,,2,500.0,3788.8,Free,0.0,Mature 17+,2018-07-16,1.,4.0,Waplog - Dating & Video Chat,4.56658,48420.0,0.0,VLMedia Inc.,82.92682926829268,both
FREE LIVE TALK,DATING,Dating,4.9,776,5000.0,5017.6,Free,0.0,Mature 17+,2018-07-14,8.2,4.0,,,,,,25.806451612903224,google-only
Random Chat App with Strangers,DATING,Dating,3.0,2,100.0,16384.0,Free,0.0,Mature 17+,2018-07-17,2.5,4.0,,,,,,52.0,google-only
Ost. Zombies Cast - New Music and Lyrics,DATING,Dating,,1,100.0,4710.4,Free,0.0,Teen,2018-07-20,1.0,4.0,Idle Zombies,4.75033,67452.0,0.0,Lion Studios,73.6842105263158,both
Dating White Girls,DATING,Dating,,0,50.0,3686.4,Free,0.0,Mature 17+,2018-07-20,1.0,4.0,,,,,,55.81395348837209,google-only
Live Chat - Free Video Talk,DATING,Dating,4.7,14,5000.0,21504.0,Free,0.0,Mature 17+,2018-08-03,1.3,4.1,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Geeks Dating,DATING,Dating,,0,50.0,13312.0,Free,0.0,Mature 17+,2018-07-10,1.0,4.1,Boo — Dating. Friends. Chat.,4.1902,167906.0,0.0,"Boo Enterprises, Inc.",66.66666666666666,both
Live chat - free video chat,DATING,Dating,,1,500.0,8908.8,Free,0.0,Mature 17+,2018-07-23,3.52,4.0,Joi - Live Stream & Video Chat,4.36154,38062.0,0.0,VLMedia Inc.,85.71428571428571,both
House party - live chat,DATING,Dating,1.0,1,10.0,9420.8,Free,0.0,Mature 17+,2018-07-31,3.52,4.0,"Party Star -Live, Chat & Games",4.4591,1418.0,0.0,GUMDROP ENTERTAINMENT PTE. LTD.,83.33333333333333,both
Fishing Brain & Boating Maps Marine,DATING,Dating,,3,500.0,7065.6,Free,0.0,Everyone,2018-07-23,1.0,4.0,i-Boating: Marine Charts & Gps,4.51164,13576.0,0.0,Bist LLC,68.29268292682927,both
CAM5678 Video Chat,DATING,Dating,,0,500.0,39936.0,Free,0.0,Mature 17+,2018-07-13,5.5.8,4.0,JusTalk - Video Chat & Calls,4.41924,64955.0,0.0,Jus,71.42857142857143,both
Video chat live advices,DATING,Dating,,0,100.0,8192.0,Free,0.0,Everyone,2018-07-10,1.0,3.0,Joi - Live Stream & Video Chat,4.36154,38062.0,0.0,VLMedia Inc.,78.94736842105263,both
chat live chat,DATING,Dating,,24,1000.0,3993.6,Free,0.0,Mature 17+,2018-07-26,1.0,4.0,Joi - Live Stream & Video Chat,4.36154,38062.0,0.0,VLMedia Inc.,100.0,both
Pet Lovers Dating,DATING,Dating,,0,10.0,14336.0,Free,0.0,Mature 17+,2018-07-09,1.0,4.1,,,,,,50.0,google-only
Friend Find: free chat + flirt dating app,DATING,Dating,,23,100.0,11264.0,Free,0.0,Mature 17+,2018-07-31,1.0,4.4,Jaumo Dating App: Flirt & Chat,4.72776,11464.0,0.0,Joyride GmbH,87.5,both
Latin Dating,DATING,Dating,,0,10.0,13312.0,Free,0.0,Mature 17+,2018-07-09,1.0,4.1,ColombianCupid: Latin Dating,4.69654,6505.0,0.0,Cupid Media Pty Ltd,100.0,both
Spine- The dating app,DATING,Dating,5.0,5,500.0,9523.2,Free,0.0,Teen,2018-07-14,4.0,4.0,DOWN: The Casual Dating App,4.29647,103886.0,0.0,"Down App, Inc.",82.35294117647058,both
Online Chat Girls Meet,DATING,Dating,4.7,18,500.0,5120.0,Free,0.0,Mature 17+,2018-07-25,8.2,4.0,"Paltalk: Chat, Meet New People",4.26823,15006.0,0.0,Paltalk US LLC,60.0,both
Wifi Mingle,DATING,Dating,,0,10.0,10240.0,Free,0.0,Everyone,2018-07-27,1.3,4.4,,,,,,53.333333333333336,google-only
Girls Live Talk - Free Text and Video Chat,DATING,Dating,5.0,6,100.0,5120.0,Free,0.0,Mature 17+,2018-08-01,8.2,4.0,Gaze: Live Video Chat App,4.42421,19705.0,0.0,VLMedia Inc.,76.92307692307692,both
Soy Luna - Top Music And Lyrics,DATING,Dating,,1,100.0,5120.0,Free,0.0,Teen,2018-07-24,1.0,4.0,,,,,,59.25925925925926,google-only
When Will You Get Married,DATING,Dating,,2,10.0,3686.4,Free,0.0,Everyone,2018-07-14,1.0,4.0,When Will I Get Married?,4.56152,764.0,0.0,DH3 Games,95.45454545454545,both
HOW TO ASK A GIRL OUT,DATING,Dating,,0,10.0,19456.0,Free,0.0,Everyone,2018-07-16,1.0,4.0,How to KISS,3.42843,68018.0,0.0,Indigo Penguin Limited,70.58823529411765,both
Online Girls Chat Group,DATING,Dating,5.0,5,100.0,5120.0,Free,0.0,Mature 17+,2018-08-02,8.2,4.0,Fambase: Live & Group Chat,4.3711,4775.0,0.0,NEXTWAVE MEDIA HOLDINGS LIMITED,69.56521739130434,both
The DJ - Match with People,DATING,Dating,,0,50.0,10035.2,Free,0.0,Mature 17+,2018-08-02,1.2,4.1,,,,,,42.30769230769231,google-only
Toronto Dating,DATING,Dating,,0,100.0,14336.0,Free,0.0,Mature 17+,2018-07-12,1.0,4.1,Bumble Dating App: Meet & Date,4.31055,1687372.0,0.0,Bumble Holding Limited,60.0,both
i miss you quotes and photos,DATING,Dating,,0,100.0,5120.0,Free,0.0,Everyone,2018-07-22,1.0.7,4.0,I Miss You Quotes & Images,3.0,2.0,0.0,Tung Dao Thanh,82.92682926829268,both
JoJo Siwa Top Hits Music,DATING,Dating,,0,10.0,5017.6,Free,0.0,Teen,2018-07-26,1.0,4.0,JoJo Siwa - Live to Dance,4.79509,55018.0,0.0,Coco Play,63.829787234042556,both
UK Girls Mobile Numbers,DATING,Dating,3.0,1,500.0,5632.0,Free,0.0,Mature 17+,2018-07-19,1.0,4.0,AliasMobile: Private Numbers,4.7619,231.0,0.0,"AliasMobile, Inc",68.0,both
chat saudi arabia,DATING,Dating,4.1,11,1000.0,11264.0,Free,0.0,Mature 17+,2018-07-14,1.1,4.0,,,,,,52.38095238095238,google-only
Chat Click - Dating Search,DATING,Dating,,4,500.0,3891.2,Free,0.0,Mature 17+,2018-07-11,1.0,3.0,"Wink Dating: Meet, Chat & Date",4.46598,308027.0,0.0,"9 Count, Inc.",62.857142857142854,both
Iraq love chat,DATING,Dating,,14,50.0,5120.0,Free,0.0,Teen,2018-08-03,8.2,4.0,,,,,,52.63157894736842,google-only
Healthy Relationships Guide,DATING,Dating,,0,1.0,8396.8,Free,0.0,Everyone,2018-07-31,2.0,4.0,,,,,,32.14285714285714,google-only
following,DATING,Dating,,1,10.0,21504.0,Free,0.0,Mature 17+,2018-07-24,1.0.3,4.2,Following,4.0,6.0,0.0,Following LLC,100.0,both
Gods by Night,DATING,Dating,,104,1000.0,12288.0,Free,0.0,Mature 17+,2018-07-22,3.5.4.2.3,4.1,,,,,,47.05882352941177,google-only
PlusOne,DATING,Dating,,0,1.0,10240.0,Free,0.0,Mature 17+,2018-07-17,1.1.1,4.2,PlusOne: Track habits with fun,4.27586,29.0,0.0,炜东 黄,100.0,both
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,Dating,,14,50.0,3379.2,Free,0.0,Everyone,2018-07-30,1.6,4.1,,,,,,54.54545454545455,google-only
Speeding Joyride & Car Meet App,DATING,Dating,5.0,3,100.0,25600.0,Free,0.0,Mature 17+,2018-07-20,1.2.9,4.1,,,,,,45.6140350877193,google-only
LOBSTR - go on a lunch date,DATING,Dating,3.7,101,10000.0,15360.0,Free,0.0,Mature 17+,2018-07-24,2,4.1,,,,,,21.951219512195124,google-only
Titanic App - Feminist Dating Application,DATING,Dating,4.5,120,500.0,10240.0,Free,0.0,Mature 17+,2018-08-04,1.5-beta,5.0,,,,,,57.142857142857146,google-only
French Chat Room,DATING,Dating,4.2,24,1000.0,5017.6,Free,0.0,Mature 17+,2018-07-11,1.0,4.0,WinkChat: Make New Chat Room,4.69329,6273.0,0.0,ALPHASCALE MEDIA GMBH,72.0,both
Soul Mate,DATING,Dating,,0,10.0,4505.6,Free,0.0,Mature 17+,2018-07-19,4.5.0,4.0,"Soul-Chat, Match, Party",4.3958,1286.0,0.0,SOUL EGG HOLDINGS LIMITED,61.53846153846154,both
Diamond Engagement Rings,DATING,Dating,,0,5.0,3584.0,Free,0.0,Everyone,2018-07-12,6.1,4.0,Engagement Rings,4.79412,34.0,0.0,Mike Melnikov,100.0,both
Dating Tips For Men,DATING,Dating,,0,10.0,7987.2,Free,0.0,Everyone,2018-07-09,3.0,4.0,,,,,,48.888888888888886,google-only
Halalguur,DATING,Dating,4.3,6,100.0,9216.0,Free,0.0,Mature 17+,2018-07-26,3.7,4.0,,,,,,26.31578947368421,google-only
Find Lover,DATING,Dating,,21,1000.0,4812.8,Free,0.0,Mature 17+,2018-07-27,1.0.2,4.0,,,,,,24.137931034482758,google-only
"2Date Dating App, Love and matching",DATING,Dating,4.4,41605,500000.0,8294.4,Free,0.0,Mature 17+,2018-07-26,4.813,4.0,happn: dating app,4.32437,44066.0,0.0,HAPPN SAS,76.92307692307692,both
Teenage Chat & Dating,DATING,Dating,3.4,5,500.0,14336.0,Free,0.0,Mature 17+,2018-07-09,1.2,4.1,"Wink Dating: Meet, Chat & Date",4.46598,308027.0,0.0,"9 Count, Inc.",73.33333333333333,both
Girls Online Talk - Free Text and Video Chat,DATING,Dating,4.7,791,10000.0,3788.8,Free,0.0,Mature 17+,2018-05-15,8.2,4.0,,,,,,58.8235294117647,google-only
Online Girls Chat,DATING,Dating,4.8,5323,50000.0,3584.0,Free,0.0,Mature 17+,2018-04-21,8.2,4.0,,,,,,57.77777777777778,google-only
LIVE VIDEO TALK,DATING,Dating,4.7,478,10000.0,4608.0,Free,0.0,Mature 17+,2018-06-28,8.2,4.0,Mellow: Live Talk & Connect,5.0,2.0,0.0,PEAK REGAL LTD,75.0,both
SkyLove – Dating and chat,DATING,Dating,3.5,69,5000.0,36864.0,Free,0.0,Mature 17+,2018-08-04,1.0.82,4.4,SkyLove – Dating and chat,4.53985,389.0,0.0,SkyLove LTD,100.0,both
Free Live Talk-Video Call,DATING,Dating,4.7,158,10000.0,4608.0,Free,0.0,Mature 17+,2018-07-05,8.2,4.0,Free Conference Call,4.48397,5209.0,0.0,CarrierX LLC,62.06896551724138,both
FindLoving,DATING,Dating,3.8,24,1000.0,19456.0,Free,0.0,Mature 17+,2018-08-02,1.0.5,4.0,FindLoving,1.77419,31.0,0.0,炼权 游,100.0,both
Sugar Daddies Dating App,DATING,Dating,2.9,53,10000.0,14336.0,Free,0.0,Mature 17+,2018-07-10,4.1,4.1,Daddyhunt: Fun Gay Dating,4.27437,5077.0,0.0,DH Services,62.5,both
"Chat Mexico: meet people, flirt and friendship",DATING,Dating,,8,5000.0,9523.2,Free,0.0,Mature 17+,2018-07-02,3.7,4.0,SayHi Chat - Meet New People,4.34802,5603.0,0.0,UNEARBY LIMITED,76.19047619047619,both
Duolingo: Learn Languages Free,EDUCATION,Education,4.7,6289924,100000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Duolingo - Language Lessons,4.72991,4535571.0,0.0,Duolingo,77.77777777777777,both
TED,EDUCATION,Education,4.6,181893,10000000.0,18432.0,Free,0.0,Everyone 10+,2018-07-27,3.2.5,4.1,TED Talks: Watch and Learn,4.60902,10241.0,0.0,TED Conferences LLC,100.0,both
English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,Education,4.7,2544,100000.0,18432.0,Free,0.0,Everyone,2017-12-29,3.1,4.0,Open English: Learn English,4.66172,9430.0,0.0,"Open Education, LLC",83.87096774193549,both
Khan Academy,EDUCATION,Education,4.6,85375,5000000.0,21504.0,Free,0.0,Everyone,2018-07-27,5.0.0,4.1,Khan Academy Kids,4.8097,113945.0,0.0,Khan Academy,100.0,both
Learn English with Wlingua,EDUCATION,Education,4.7,314299,10000000.0,3379.2,Free,0.0,Everyone,2018-05-02,1.94.9,4.0,Wlingua - Learn English,4.78821,7649.0,0.0,WLINGUA SOCIEDAD LIMITADA,100.0,both
Ai La Trieu Phu - ALTP Free,EDUCATION,Education,,776,100000.0,24576.0,Free,0.0,Everyone,2018-07-23,1.5,4.0,,,,,,21.568627450980394,google-only
Princess Coloring Book,EDUCATION,Education,4.5,9770,5000000.0,39936.0,Free,0.0,Everyone,2018-02-25,1.2.8,4.0,Best coloring book - Princess,4.40036,3869.0,0.0,Nutty Face s.r.o.,100.0,both
Learn Spanish - Español,EDUCATION,Education,4.7,32346,1000000.0,3276.8,Free,0.0,Everyone,2017-12-18,1.3.8,4.0,Learn Spanish for Beginners,4.72905,27725.0,0.0,Appcano LLC,76.47058823529412,both
English Grammar Test,EDUCATION,Education,4.8,4075,500000.0,5222.4,Free,0.0,Everyone,2018-06-22,2.1.8,4.0,English Grammar Test Game,4.65332,1024.0,0.0,DH3 Games,100.0,both
Speed Reading,EDUCATION,Education,4.6,10611,500000.0,11264.0,Free,0.0,Everyone,2018-05-27,2.3.7,4.0,Speed Reading: read faster!,4.63699,1292.0,0.0,Blinova Maryna,100.0,both
English for beginners,EDUCATION,Education,4.6,9321,1000000.0,27648.0,Free,0.0,Everyone,2018-07-18,2.9.0,4.0,Bright - English for beginners,4.68456,26696.0,0.0,Language Apps Limited,100.0,both
Flame - درب عقلك يوميا,EDUCATION,Education,4.6,56065,1000000.0,37888.0,Free,0.0,Everyone,2018-07-26,3.3,4.1,,,,,,10.0,google-only
Mermaids,EDUCATION,Education,4.2,14286,5000000.0,,Free,0.0,Everyone,2018-04-26,Varies with device,4.1,Mermaids coloring pages,4.42556,1706.0,0.0,2 Monkeys,100.0,both
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,Education,4.9,133136,1000000.0,26624.0,Free,0.0,Everyone,2018-07-20,2.16.11.10,4.2,Learn Japanese!! - Hiragana,4.764,19881.0,0.0,Luli Languages LLC,75.67567567567568,both
Kids Mode,EDUCATION,Education,3.8,2469,500000.0,11264.0,Free,0.0,Everyone,2018-03-23,Varies with device,,Kids Mode & Child Lock :Suzy,4.78543,508.0,0.0,Ubuntu Education,100.0,both
PBS KIDS Video,EDUCATION,Education,4.2,36212,5000000.0,,Free,0.0,Everyone,2018-07-12,Varies with device,,PBS KIDS Video,4.28629,322927.0,0.0,PBS KIDS,100.0,both
Dinosaurs Coloring Pages,EDUCATION,Education,4.4,390,500000.0,41984.0,Free,0.0,Everyone,2018-02-03,1.1.6,4.0,Dinosaur Coloring Pages !,4.65657,198.0,0.0,Peaksel,97.87234042553192,both
Cars Coloring Pages,EDUCATION,Education,4.4,1090,1000000.0,50176.0,Free,0.0,Everyone,2018-02-03,1.2.0,4.0,Cars Coloring Pages & Race,4.06667,45.0,0.0,KIDEO TECH LTD,100.0,both
Babbel – Learn Languages,EDUCATION,Education,4.3,266948,10000000.0,21504.0,Free,0.0,Everyone,2018-07-30,20.7.2,4.4,Babbel - Language Learning,4.72546,699988.0,0.0,Babbel GmbH,91.30434782608695,both
Math Tricks,EDUCATION,Education,4.5,342918,10000000.0,8294.4,Free,0.0,Everyone,2018-07-29,2.24,4.0,Math Tricks (100+),4.15385,39.0,0.0,Antoni Ion,100.0,both
Monster Truck Driver & Racing,EDUCATION,Education,4.4,748,1000000.0,52224.0,Free,0.0,Everyone,2017-01-19,1.0.9,2.3,Monster Truck Destruction™,4.44149,13966.0,0.0,ODD Games Pty Ltd,76.92307692307692,both
Learn English Words Free,EDUCATION,Education,4.6,172640,5000000.0,14336.0,Free,0.0,Everyone,2018-05-02,2.6.2,4.1,Dictionary.com: English Words,4.7847,327732.0,0.0,Curiosity Media,70.27027027027027,both
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,Education,3.9,61,50000.0,18432.0,Free,0.0,Mature 17+,2018-05-28,1.4.2,5.0,Japanese,4.78876,3451.0,0.0,renzo Inc.,100.0,both
English speaking texts,EDUCATION,Education,4.4,1619,1000000.0,3072.0,Free,0.0,Everyone,2018-07-20,1.2,1.6,Open English: Learn English,4.66172,9430.0,0.0,"Open Education, LLC",65.0,both
Thai Handwriting,EDUCATION,Education,4.3,3168,1000000.0,19456.0,Free,0.0,Everyone,2017-10-26,3.1,4.4,Learn thai handwriting,4.2,5.0,0.0,Surasak Khanchaiyaphum,100.0,both
THAI DICT 2018,EDUCATION,Education,4.4,29855,1000000.0,,Free,0.0,Mature 17+,2018-07-29,Varies with device,,Thai Dictionary - Dict Box,4.77384,3387.0,0.0,Xung Le,78.26086956521739,both
Kanji test · Han search Kanji training (free version),EDUCATION,Education,4.2,6736,1000000.0,22528.0,Free,0.0,Mature 17+,2017-10-17,2.51.0,4.0,,,,,,58.8235294117647,google-only
Game for KIDS: KIDS match'em,EDUCATION,Education,4.4,7005,1000000.0,7065.6,Free,0.0,Everyone,2016-10-23,1.17,2.3,Match -Learning games for kids,4.31191,4357.0,0.0,Avocado Mobile Inc,77.77777777777777,both
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,Education,4.0,889,500000.0,7577.6,Free,0.0,Everyone,2018-03-09,2.2.4,4.2,,,,,,53.73134328358209,google-only
Free intellectual training game application |,EDUCATION,Education,4.2,5741,1000000.0,86016.0,Free,0.0,Everyone,2018-07-25,3.7.0,4.4,,,,,,59.25925925925926,google-only
ABC Preschool Free,EDUCATION,Education,3.8,27572,5000000.0,25600.0,Free,0.0,Everyone,2017-10-25,3.0,2.3,Preschool & Kindergarten Games,4.30408,165885.0,0.0,RosiMosi LLC,66.66666666666666,both
PINKFONG Baby Shark,EDUCATION,Education,4.5,10852,1000000.0,18432.0,Free,0.0,Everyone,2017-11-28,10,4.1,Pinkfong Baby Shark,3.442,2862.0,0.0,"The Pinkfong Company, Inc.",100.0,both
English words application mikan,EDUCATION,Education,4.7,9888,500000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,4.1,English - learn words,4.61062,113.0,0.0,Iaroslav Mironov,81.25,both
Learn English for beginners,EDUCATION,Education,4.5,1929,500000.0,2560.0,Free,0.0,Everyone,2017-09-28,1.1,2.3,Learn English US for Beginners,4.74486,780.0,0.0,Hector Gonzalez Linan,100.0,both
Listen and learn English in seven days,EDUCATION,Education,4.3,1516,100000.0,3993.6,Free,0.0,Everyone,2018-07-28,3.1,4.1,Learn American English –Mondly,4.72098,7512.0,0.0,ATi Studios,61.904761904761905,both
Lumosity: #1 Brain Games & Cognitive Training App,EDUCATION,Education,4.2,215301,10000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Lumosity: Brain Training,4.6613,115200.0,0.0,"Lumos Labs, Inc.",100.0,both
Learn English from Persian: Persian to English,EDUCATION,Education,4.3,423,100000.0,21504.0,Free,0.0,Everyone,2018-04-03,6.0,4.0,Open English: Learn English,4.66172,9430.0,0.0,"Open Education, LLC",83.87096774193549,both
English with Lingualeo,EDUCATION,Education,4.7,254519,5000000.0,27648.0,Free,0.0,Everyone,2018-07-20,2.8.1,4.1,Learn English with Lingualeo,4.62791,688.0,0.0,LinguaLeo,100.0,both
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,Education,4.7,1107903,10000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,,Memrise Easy Language Learning,4.77956,208637.0,0.0,Memrise Limited,64.93506493506493,both
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,Education,4.6,211856,10000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Quizlet: More than Flashcards,4.77718,983863.0,0.0,Quizlet Inc,78.26086956521739,both
Udemy - Online Courses,EDUCATION,Education,4.5,99020,1000000.0,18432.0,Free,0.0,Everyone,2018-08-02,5.0.4,5.0,Udemy Online Video Courses,4.73254,76478.0,0.0,Udemy,100.0,both
Coursera: Online courses,EDUCATION,Education,4.4,90481,5000000.0,,Free,0.0,Everyone,2018-07-27,Varies with device,,Udemy Online Video Courses,4.73254,76478.0,0.0,Udemy,75.67567567567568,both
"edX - Online Courses by Harvard, MIT & more",EDUCATION,Education,4.6,32381,1000000.0,10240.0,Free,0.0,Everyone 10+,2018-07-15,2.15.1,4.1,Udemy Online Video Courses,4.73254,76478.0,0.0,Udemy,70.0,both
Elevate - Brain Training Games,EDUCATION,Education,4.5,248912,5000000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,,Elevate - Brain Training Games,4.77288,497839.0,0.0,"Elevate, Inc.",100.0,both
NeuroNation - Focus and Brain Training,EDUCATION,Education,4.5,248555,5000000.0,,Free,0.0,Everyone,2018-05-23,Varies with device,4.0,NeuroNation - Brain Training,4.67624,3691.0,0.0,Synaptikon GmbH,100.0,both
Peak – Brain Games & Training,EDUCATION,Education,4.4,272145,10000000.0,,Free,0.0,Everyone,2018-08-03,3.14.15,5.0,Peak - Brain Training,4.65824,145047.0,0.0,Synaptic Labs,100.0,both
Memorado - Brain Games,EDUCATION,Education,4.4,56897,1000000.0,99328.0,Free,0.0,Everyone,2017-01-16,1.10.0,4.1,Memorado (GEIST): Brain & Mind,4.65277,9694.0,0.0,"Kodeon, Inc.",82.35294117647058,both
Lynda - Online Training Videos,EDUCATION,Education,4.2,8599,1000000.0,17408.0,Free,0.0,Everyone,2018-07-11,4.9.10,4.1,Opus Training,4.91854,10729.0,0.0,"Opus Training, Inc.",76.19047619047619,both
Brilliant,EDUCATION,Education,4.5,41185,1000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,Brilliant: Learn by doing,4.7412,24316.0,0.0,Brilliant.org,100.0,both
CppDroid - C/C++ IDE,EDUCATION,Education,4.1,29980,1000000.0,,Free,0.0,Everyone,2017-08-17,Varies with device,,,,,,,51.851851851851855,google-only
Quiz&Learn Python,EDUCATION,Education,4.0,304,10000.0,2048.0,Free,0.0,Everyone,2016-07-04,1.3.0,4.0,Mimo: Learn Coding in Python,4.85547,100375.0,0.0,Mimo GmbH,82.75862068965517,both
C++ Tutorials,EDUCATION,Education,4.1,358,50000.0,1945.6,Free,0.0,Everyone,2014-08-21,1.1,2.3,,,,,,47.61904761904762,google-only
C++ Programming,EDUCATION,Education,4.3,11904,1000000.0,1843.2,Free,0.0,Everyone,2015-08-22,2.0,2.3,C/C++-programming language,4.45768,319.0,0.0,小文 黄,100.0,both
C Programming,EDUCATION,Education,4.3,22251,1000000.0,1843.2,Free,0.0,Everyone,2015-06-28,3.0,2.3,C/C++ Programming Compiler,3.24779,113.0,0.0,Ketan Appa,100.0,both
Udacity - Lifelong Learning,EDUCATION,Education,4.3,22384,1000000.0,17408.0,Free,0.0,Everyone,2018-07-31,4.7.0,5.0,LinkedIn Learning,4.80645,77887.0,0.0,LinkedIn Corporation,66.66666666666666,both
Learn C++,EDUCATION,Education,4.6,73404,1000000.0,5427.2,Free,0.0,Everyone,2017-12-25,4.5.2,4.0,Learn C++: Programiz,4.73332,60.0,0.0,Parewa Labs PVT. LTD.,100.0,both
Learn programming,EDUCATION,Education,4.1,12733,1000000.0,,Free,0.0,Everyone,2018-05-20,Varies with device,,Programming Hub: Learn Coding,4.76375,9638.0,0.0,Rightsol Private Limited,100.0,both
Learn JavaScript,EDUCATION,Education,4.6,25183,1000000.0,5529.6,Free,0.0,Everyone,2017-12-25,5.7.2,4.0,Learn JavaScript Programming,4.63037,349.0,0.0,Shahbaz Khan,100.0,both
Learn Java,EDUCATION,Education,4.7,52743,1000000.0,5529.6,Free,0.0,Everyone,2017-12-25,3.5.2,4.0,Learn Java: Programiz,4.31579,38.0,0.0,Parewa Labs PVT. LTD.,100.0,both
Learn HTML,EDUCATION,Education,4.7,61749,1000000.0,5529.6,Free,0.0,Everyone,2017-12-25,5.5.2,4.0,Learn HTML w/ Editor,0.0,0.0,0.0,Leandro Norcio,100.0,both
